MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Electrical,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold
3.044522437723423,rl,4.127134385045092,8.854807632616227,reg,inside,edwards,1story,1.791759469228055,1.791759469228055,7.605890001053122,7.605890001053122,gable,vinylsd,vinylsd,0.0,ta,pconc,ex,no,alq,6.894670039433482,4.762173934797756,7.02108396428914,fusep,7.004881989712859,0.6931471805599453,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.6931471805599453,ta,0.0,gd,attchd,7.603897968521881,fin,1.0986122886681098,6.424098990173579,0.0,3.970291913552122,1.9459101490553132,7.60489448081162
4.186523868125463,rl,4.060443010546419,8.579792333172758,ir1,inside,Others,1story,1.3862943611198906,1.9026082657134116,7.573017256052546,7.585788821732034,gable,wd sdng,plywood,0.0,ta,cblock,ta,no,unf,0.0,6.595780513961311,6.612041034833092,mix,7.188412736496954,0.15226287936775315,1.0986122886681098,0.0,1.6094379124341003,0.6931471805599453,Others,0.0,gd,builtin,7.427144133408616,rfn,0.0,6.34668481943467,5.58724865840025,0.0,1.791759469228055,7.606387389772652
5.081404364984463,rl,4.31748811353631,8.934395533592712,reg,corner,Others,2story,1.9459101490553132,1.9459101490553132,7.577445232424384,7.591434909313597,gable,plywood,plywood,3.6151185142860327,ta,cblock,gd,no,unf,0.0,6.455198563340122,6.440946540632921,fusea,7.121252453244542,0.0,0.6931471805599453,0.6931471805599453,1.6094379124341003,0.6931471805599453,ta,0.6931471805599453,ta,attchd,7.591357046698551,rfn,0.6931471805599453,6.169926373827855,0.0,3.58351893845611,1.6094379124341003,7.605890001053122
4.51085950651685,rl,4.110873864173311,9.10719961305667,reg,Others,names,2story,1.791759469228055,1.791759469228055,7.589335823170617,7.589841512182657,gable,vinylsd,vinylsd,0.0,ta,cblock,gd,mn,unf,0.0,6.8001700683022,6.825460036255307,mix,7.503840746698951,0.0,1.0986122886681098,1.3862943611198906,1.791759469228055,1.3862943611198906,ta,0.0,Others,detchd,7.444248649496705,unf,1.3862943611198906,6.347982647301783,4.370466932254268,3.912023005428146,1.9459101490553132,7.605392364814935
3.044522437723423,rl,4.31748811353631,9.200693994924377,reg,corner,edwards,1story,1.791759469228055,2.0794415416798357,7.583756300707112,7.602900462204755,hip,metalsd,metalsd,0.0,ta,pconc,ta,no,blq,6.384655940495034,6.75110146893676,7.315218389752975,fusef,7.318539548567902,1.0986122886681098,1.0986122886681098,0.0,1.6094379124341003,1.0986122886681098,ta,0.0,gd,detchd,7.585281078639126,fin,1.3862943611198906,5.197766374991389,0.0,0.0,1.3862943611198906,7.605890001053122
4.110873864173311,rm,4.267091649396857,9.01042494678118,reg,inside,oldtown,Others,1.9459101490553132,2.1972245773362196,7.567364038133779,7.594381242551817,gable,wd sdng,wd sdng,0.0,ta,pconc,ta,mn,rec,5.2832037287379885,6.959398512133975,7.132497551660044,fusea,7.600902459542082,0.0,1.3862943611198906,0.0,1.791759469228055,0.6931471805599453,ta,0.0,gd,detchd,7.4645098346365275,unf,1.0986122886681098,6.52529543260592,4.30406509320417,0.0,2.302585092994046,7.605392364814935
3.4339872044851463,rm,4.060443010546419,9.000976444070345,reg,inside,Others,1story,1.0986122886681098,1.791759469228055,7.573017256052546,7.576097340623111,gable,wd sdng,wd sdng,0.0,ta,brktil,ta,no,blq,6.1903154058531475,0.0,6.194405391104672,fusep,6.3080984415095305,0.0,0.7535018979827355,0.0,0.6931471805599453,0.6931471805599453,ta,0.0,gd,detchd,7.5766097669730375,unf,0.6931471805599453,6.169172765255829,0.0,0.0,1.9221045459554094,7.606387389772652
4.2626798770413155,rm,4.04305126783455,8.825265953515752,reg,inside,Others,2story,1.9459101490553132,1.791759469228055,7.56164174558878,7.5766097669730375,gable,plywood,plywood,0.0,ta,cblock,ta,no,blq,6.26530121273771,5.327876168789581,6.696836387433656,fusef,7.57353126274595,1.0986122886681098,1.3862943611198906,0.0,1.6094379124341003,0.6931471805599453,ta,0.0,gd,attchd,7.564238475170491,unf,0.6931471805599453,5.883782246683823,0.0,4.021325821082024,2.1972245773362196,7.605890001053122
4.454347296253507,rl,4.041948013119767,9.0062588390647,reg,corner,sawyer,Others,1.791759469228055,1.9459101490553132,7.581719640125308,7.583756300707112,gable,hdboard,wd sdng,0.0,ta,cblock,gd,av,alq,6.666956792429207,5.298317366548036,6.90975328164481,mix,7.004881989712859,1.0986122886681098,0.6931471805599453,0.0,1.3862943611198906,1.0986122886681098,gd,0.0,gd,detchd,7.599401333415815,unf,1.0986122886681098,6.169007149525738,4.204692619390966,0.0,1.791759469228055,7.605392364814935
3.713572066704308,rl,3.6375861597263857,8.599694412927981,reg,corner,oldtown,1story,1.9459101490553132,2.0794415416798357,7.562161631225652,7.604396348796338,gable,metalsd,metalsd,0.0,ta,brktil,ta,mn,lwq,5.937536205082426,6.669498089857879,7.065613363597717,fusea,7.390798521735676,0.0,1.0898654668827386,0.0,1.6094379124341003,0.6931471805599453,gd,0.0,gd,detchd,7.57441867479851,unf,0.6931471805599453,4.6136839316705,0.0,0.0,2.3978952727983707,7.60489448081162
5.081404364984463,rm,3.044522437723423,7.558516743045645,reg,inside,Others,2story,1.6094379124341003,1.791759469228055,7.583756300707112,7.58629630715272,gable,Others,Others,0.0,ta,cblock,ta,no,rec,5.564520407322694,5.713732805509369,6.331075401422104,fusep,6.9985096422506015,0.0,0.6931471805599453,0.6931471805599453,1.6094379124341003,1.0986122886681098,ta,0.0,gd,Others,7.58629630715272,unf,0.6931471805599453,6.229398561116057,0.0,3.258096538021482,1.9612399073674953,7.604396348796338
3.9318256327243257,Others,4.204692619390966,9.078635880978755,reg,inside,Others,1.5fin,1.6094379124341003,2.0794415416798357,7.558804377180693,7.577121930876679,gable,metalsd,metalsd,0.0,ta,Others,ta,mn,unf,0.0,6.7580945044277305,6.767343125265392,fusea,7.0825485693553,0.0,1.0986122886681098,0.0,1.3862943611198906,1.0986122886681098,ta,0.0,gd,detchd,7.415776975415394,rfn,1.0986122886681098,6.022275722306979,4.30406509320417,0.0,0.6931471805599453,7.606387389772652
3.9318256327243257,rm,3.9318256327243257,8.532278828834277,reg,Others,Others,1.5fin,1.791759469228055,2.0794415416798357,7.570443252057374,7.606387389772652,gable,wd sdng,wd sdng,0.0,ta,cblock,ta,no,alq,6.401917196727186,4.3694478524670215,6.520621127558696,fusef,7.107425474110705,0.0,1.0986122886681098,0.0,1.6094379124341003,0.6931471805599453,gd,0.0,gd,detchd,7.571473648851271,unf,1.0986122886681098,6.94031546920777,0.0,3.8489994761733386,1.791759469228055,7.605392364814935
3.044522437723423,rl,4.477336814478207,9.371778717853713,reg,inside,nridght,1story,2.302585092994046,1.791759469228055,7.603897968521881,7.606387389772652,hip,Others,Others,6.118097198041348,Others,pconc,ex,av,glq,3.912023005428146,7.48324441607385,7.515344571180436,fusef,7.52456122628536,0.0,1.0986122886681098,0.0,1.6094379124341003,0.6931471805599453,gd,0.6931471805599453,gd,attchd,7.574109209670866,unf,1.3862943611198906,5.353753971603573,0.0,4.718498871295094,2.0794415416798357,7.605360395935206
3.044522437723423,rl,4.2626798770413155,9.140025198061156,ir1,inside,nridght,1story,2.1972245773362196,1.791759469228055,7.604396348796338,7.605392364814935,gable,vinylsd,vinylsd,5.3612921657094255,gd,pconc,gd,no,glq,4.787491742782046,7.381501894506707,7.454719949364001,fusea,7.45298232946546,0.6931471805599453,1.3862943611198906,0.0,1.6094379124341003,0.6931471805599453,gd,0.0,gd,attchd,7.5743022874321735,rfn,1.0986122886681098,6.0303125010345395,5.176149732573829,3.4339872044851463,0.6931471805599453,7.60489448081162
4.485056947795683,rl,3.4965075614664802,8.378620541552298,ir1,culdsac,Others,1story,2.1972245773362196,1.791759469228055,7.592366128519796,7.592366128519796,gable,wd sdng,wd sdng,0.0,gd,cblock,gd,gd,glq,6.601230118728877,0.0,6.602587892189336,fusef,6.683360945766275,1.0986122886681098,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,gd,1.0986122886681098,ta,detchd,7.550691024858851,fin,1.0986122886681098,6.309699375004528,4.90527477843843,3.7612001156935624,1.9459101490553132,7.606387389772652
4.110873864173311,rl,4.404282960822643,9.49694686620103,ir1,culdsac,Others,2story,2.0794415416798357,1.791759469228055,7.59488438721652,7.602401335665818,gable,hdboard,hdboard,0.0,gd,pconc,gd,no,glq,6.597145701886651,5.91350300563827,7.005789019253503,fusea,7.7501841622578365,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.6094379124341003,0.6931471805599453,gd,0.6931471805599453,ta,attchd,7.597396320212795,fin,1.0986122886681098,6.605635342330651,0.0,3.8918202981106265,2.0794415416798357,7.604396348796338
3.9318256327243257,rm,4.394449154672439,8.909640602443098,reg,corner,oldtown,1.5fin,1.791759469228055,1.791759469228055,7.557994958530806,7.576097340623111,gable,Others,Others,0.0,Others,brktil,ta,no,rec,5.774125946135086,6.361302477572996,6.866933284461882,fusea,7.469654172932128,0.0,1.0986122886681098,0.5071131495041079,1.0986122886681098,0.6931471805599453,ex,1.0986122886681098,gd,detchd,7.560601162768557,unf,1.0986122886681098,6.506937342260055,0.0,0.0,1.9459101490553132,7.605392364814935
4.02286065771021,Others,4.23094841339721,9.225831403502982,Others,Others,Others,Others,1.9471852536906682,1.8912891804977214,7.588167084254081,7.594740316491387,gable,Others,Others,4.733119901754905,Others,cblock,Others,gd,glq,6.811244378601294,5.3330111216213805,7.059260986849794,fusef,7.192182058713246,0.7859616639408177,1.0454271756318698,0.3710609683555718,1.385835679252868,0.9038977782570152,ex,0.6216472429915738,Others,attchd,7.550472776646998,rfn,1.1696934251779973,6.450155152264798,4.6850040050346475,3.869192695157949,1.9563541345226907,7.605964896292266
3.8752864912752147,rl,4.564348191467836,9.509926311430787,ir1,corner,nridght,2story,2.3978952727983707,1.8810802075364998,7.609344027149493,7.610699534585074,gable,Others,Others,6.0473721790462776,Others,pconc,ex,gd,glq,7.199678345691172,5.958424693029782,7.45182223652793,fusep,7.7501841622578365,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.6094379124341003,1.0986122886681098,ex,1.0986122886681098,gd,builtin,7.605392364814935,rfn,1.3862943611198906,5.999288860129206,5.961005339623274,4.498506719802525,1.9459101490553132,7.605890001053122
4.110873864173311,rl,4.672828834461906,9.3048320350689,reg,inside,Others,2story,2.1972245773362196,1.791759469228055,7.59890045687141,7.59890045687141,gable,hdboard,Others,5.571703530990409,gd,pconc,ex,gd,glq,7.028201432058005,5.41610040220442,7.2078598714324755,fusef,7.951559331155252,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.6094379124341003,0.6931471805599453,gd,1.3862943611198906,ta,attchd,7.597396320212795,rfn,1.3862943611198906,6.3600052065914205,5.136761196433299,5.384495062789089,2.3978952727983707,7.604396348796338
4.2626798770413155,Others,4.211299421701982,9.412464556066316,Others,inside,Others,2story,1.9459101490553132,2.1972245773362196,7.563200592358071,7.5766097669730375,gable,wd sdng,wd sdng,0.0,ta,brktil,Others,no,blq,5.111987788356544,6.259581464064923,6.546785410760524,mix,7.31455283232408,0.22349326580070913,1.3862943611198906,0.0,1.791759469228055,1.0986122886681098,Others,0.0,gd,attchd,7.5678626054638825,unf,0.6931471805599453,6.904014842707495,0.0,0.0,1.3862943611198906,7.605392364814935
4.110873864173311,rl,4.663439094112067,9.511407464038086,reg,inside,nridght,2story,2.302585092994046,1.791759469228055,7.601901959875166,7.60489448081162,hip,vinylsd,vinylsd,5.602118820879701,gd,pconc,ex,gd,glq,7.260522598089852,6.082218910376446,7.527255919373784,mix,7.928045600874777,1.0986122886681098,1.3862943611198906,1.0986122886681098,1.6094379124341003,0.6931471805599453,ex,1.0986122886681098,gd,builtin,7.552384820338429,fin,1.6094379124341003,6.660832010708674,5.402677381872279,5.236441962829949,2.3978952727983707,7.605392364814935
3.044522437723423,rl,4.31748811353631,8.91905180393029,reg,corner,names,1story,1.791759469228055,1.9459101490553132,7.579167967396076,7.602401335665818,gable,metalsd,metalsd,0.0,ta,cblock,ta,no,rec,6.028278520230698,6.502790045915623,6.992096427415888,fusef,7.190893671043103,0.6931471805599453,1.0986122886681098,0.0,1.3862943611198906,0.9235109140698768,gd,0.0,Others,detchd,7.5883236773352225,unf,1.0986122886681098,6.117844318251346,0.0,0.0,2.0794415416798357,7.608849638993385
3.044522437723423,rl,4.3694478524670215,9.214830277249035,reg,inside,Others,1story,1.9637032090524027,1.9459101490553132,7.589841512182657,7.601402334583733,gable,hdboard,hdboard,0.0,ta,cblock,gd,no,blq,6.992096427415888,4.624972813284271,7.071573364211532,fusea,7.0925737159746784,0.0,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.6931471805599453,Others,1.0986122886681098,Others,attchd,7.587817219993427,unf,1.0986122886681098,6.169740917990327,4.803898518860907,0.0,2.4849066497880004,7.605392364814935
3.044522437723423,rl,4.499809670330265,9.211839248099919,reg,corner,somerst,1story,2.1972245773362196,1.791759469228055,7.602900462204755,7.606387389772652,hip,vinylsd,vinylsd,5.128533322865648,gd,pconc,ex,no,glq,6.513230110912307,6.682108597449809,7.303843225277705,fusef,7.288244401020124,0.6158263883379456,1.3862943611198906,0.0,1.6094379124341003,0.6931471805599453,gd,0.6931471805599453,gd,attchd,7.604396348796338,fin,1.3862943611198906,6.529842642699215,0.0,3.4011973816621555,2.1972245773362196,7.605392364814935
3.044522437723423,rl,4.74493212836325,9.508146027598816,ir1,Others,Others,1story,2.302585092994046,1.791759469228055,7.60339933974067,7.605392364814935,gable,Others,Others,5.521460917862246,Others,cblock,ex,gd,glq,7.473637108496206,6.091309882077698,7.6953031349635665,fusef,7.827521224131763,0.6931471805599453,1.0986122886681098,0.7164251345942286,1.6094379124341003,1.0986122886681098,ex,1.0986122886681098,Others,attchd,7.574408820687158,fin,1.3862943611198906,6.17116688851085,4.605170185988092,4.807495887922375,2.0794415416798357,7.605890001053122
4.454347296253507,rl,4.30406509320417,9.12423767292277,reg,inside,Others,Others,1.791759469228055,1.791759469228055,7.589335823170617,7.591861714889934,gable,plywood,plywood,5.030437921392435,ta,pconc,gd,av,glq,6.831953565565855,0.0,6.8501261661455,fusea,6.918695219020472,0.6931471805599453,1.0986122886681098,0.0,1.0986122886681098,0.6931471805599453,gd,1.0986122886681098,Others,attchd,7.550244561208773,fin,1.3862943611198906,6.629536758565322,5.342334251964811,3.159800149282123,2.0794415416798357,7.60489448081162
4.2626798770413155,rm,4.0943445622221,9.270211769013573,reg,inside,oldtown,2story,1.9459101490553132,2.0794415416798357,7.559038255443384,7.6004023345004,gable,vinylsd,wd sdng,0.0,ta,cblock,Others,no,rec,5.680172609017068,6.139884552226255,6.626717749249025,mix,7.309212365692763,0.0,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.6931471805599453,ta,0.0,gd,detchd,7.58629630715272,unf,1.0986122886681098,5.565940684599082,0.0,0.0,1.9459101490553132,7.606387389772652
4.51085950651685,rl,4.219507705176107,8.985820874482043,reg,inside,names,1story,1.791759469228055,1.791759469228055,7.578656850594762,7.580189417944541,hip,wd sdng,wd sdng,5.583496308781699,ta,cblock,ta,no,unf,0.0,7.358193752733032,7.366445148327599,fusep,7.355001921105257,0.0,1.0986122886681098,0.0,1.6094379124341003,1.0986122886681098,ta,0.0,gd,detchd,7.573993496381887,unf,1.0986122886681098,4.299257717546814,0.0,0.0,2.5649493574615367,7.60489448081162
4.51085950651685,rl,4.07753744390572,8.992199791098958,reg,Others,names,1story,1.5567605907633457,1.6094379124341003,7.576097340623111,7.577121930876679,gable,Others,Others,0.0,ta,cblock,ta,no,alq,0.0,0.0,0.0,fusef,6.964135612418245,0.0,1.3862943611198906,0.0,1.3862943611198906,1.0986122886681098,ta,0.39499701755833927,gd,detchd,7.574344964698172,unf,1.0986122886681098,6.178766406379461,2.926460811194949,0.0,2.0794415416798357,7.604396348796338
3.044522437723423,rl,4.2626798770413155,9.061492275239766,reg,Others,sawyer,1story,1.791759469228055,1.791759469228055,7.585281078639126,7.585788821732034,gable,hdboard,hdboard,0.0,ta,pconc,ta,no,alq,6.741700694652055,4.356708826689592,6.824373670043086,mix,6.876271847180264,0.0,1.0986122886681098,0.0,1.3512969789567655,0.6931471805599453,ta,1.0986122886681098,Others,detchd,7.5883236773352225,unf,0.6931471805599453,6.647099301175738,4.389413010494021,0.0,1.791759469228055,7.606387389772652
3.9318256327243257,rl,4.0943445622221,9.257414779362112,reg,inside,oldtown,1.5fin,1.6094379124341003,1.791759469228055,7.555905093611346,7.577633832602728,gable,metalsd,metalsd,0.0,ta,brktil,ta,no,unf,0.0,7.1853870155804165,7.1891677384203225,fusef,7.778211474512493,0.0,1.3862943611198906,0.0,1.6094379124341003,0.6931471805599453,gd,0.6931471805599453,ta,detchd,7.578145472419466,unf,0.975263068514746,6.172161686737791,0.0,0.0,1.9459101490553132,7.605890001053122
3.9318256327243257,rm,3.912023005428146,8.949104010379441,reg,inside,Others,1.5fin,1.6094379124341003,2.0794415416798357,7.568379267836522,7.600902459542082,gable,Others,Others,0.0,ta,brktil,ta,no,unf,0.0,6.795705775173514,6.794586580876499,fusef,7.379008127628304,0.0,1.1284428768644754,0.0,1.3862943611198906,1.0986122886681098,gd,0.0,gd,detchd,7.568379267836522,unf,0.6931471805599453,5.814972202620797,0.0,0.0,2.0794415416798357,7.605890001053122
3.4339872044851463,rl,3.8918202981106265,9.150165648940114,reg,inside,edwards,1story,1.6094379124341003,1.9459101490553132,7.573017256052546,7.577633832602728,hip,metalsd,metalsd,0.0,ta,cblock,ta,no,rec,5.857933154483459,5.611524672842161,6.539585955617669,fusep,6.541029999189903,0.6931471805599453,1.0986122886681098,0.0,1.352090451165977,1.0986122886681098,ta,0.0,gd,attchd,7.571473648851271,unf,0.6931471805599453,6.414787207565942,0.0,4.736198448394496,1.9422228394242522,7.605890001053122
3.044522437723423,rl,4.127134385045092,8.890685920281129,reg,corner,names,1story,1.791759469228055,2.0794415416798357,7.583689508974295,7.60339933974067,gable,wd sdng,wd sdng,0.0,ta,cblock,ta,mn,blq,5.480638923341991,5.225746673713202,6.806829360392176,mix,6.823286122355687,0.0,0.6931471805599453,0.0,1.3862943611198906,1.0986122886681098,gd,0.0,gd,detchd,7.603897968521881,unf,1.3862943611198906,6.2313637091491385,5.420534999272286,3.6635616461296463,1.9647241825384674,7.606387389772652
3.044522437723423,rl,4.804021044733257,9.688993982035823,ir1,inside,Others,1story,2.0794415416798357,1.791759469228055,7.601402334583733,7.603897968521881,hip,vinylsd,vinylsd,2.995732273553991,gd,pconc,ex,av,alq,7.1569563646156364,5.575949103146316,7.352441100243583,fusef,7.340835554123275,1.0986122886681098,1.0986122886681098,0.0,1.6094379124341003,1.0986122886681098,gd,1.0986122886681098,gd,attchd,7.603897968521881,fin,1.3862943611198906,6.053748561883422,4.9761982483751686,3.784189633918261,1.9459101490553132,7.605890001053122
4.51085950651685,rl,4.219507705176107,9.20953555006942,reg,inside,edwards,1story,1.791759469228055,1.791759469228055,7.5776540858218375,7.589539540888449,hip,vinylsd,vinylsd,4.3694478524670215,ta,cblock,ta,no,unf,0.0,7.431299675155903,7.4377951216719325,fusef,7.438971592395862,0.0,1.3862943611198906,0.0,1.9459101490553132,1.0986122886681098,ta,0.0,gd,Others,7.548269423112549,rfn,0.0,5.163971426812534,0.0,0.0,2.1972245773362196,7.605890001053122
4.110873864173311,rl,4.276666119016055,9.029537661151497,ir1,inside,Others,2story,1.9459101490553132,1.791759469228055,7.5832591207949545,7.596062715892607,gable,vinylsd,vinylsd,0.0,ta,pconc,gd,no,unf,0.0,6.855408798609928,6.8501261661455,fusef,7.526178913346146,0.0,1.0986122886681098,0.7751675298867732,1.6094379124341003,0.6931471805599453,ta,0.0,ta,attchd,7.599901959208498,rfn,1.0986122886681098,6.620209122477798,5.0689042022202315,5.123963979403259,2.0794415416798357,7.604396348796338
4.51085950651685,rl,4.174387269895637,8.852235835227855,reg,inside,Others,1story,1.791759469228055,1.791759469228055,7.591357046698551,7.590576410225797,gable,plywood,plywood,0.0,ta,Others,Others,no,blq,0.0,0.0,0.0,mix,7.338888133838879,0.0,1.0986122886681098,0.0,1.791759469228055,1.3862943611198906,ta,0.0,gd,attchd,7.418180822726788,unf,1.0986122886681098,6.118793624235003,0.0,0.0,1.9459101490553132,7.605890001053122
3.044522437723423,rl,4.23410650459726,8.988570876215118,reg,inside,names,1story,1.9459101490553132,2.1972245773362196,7.580189417944541,7.60339933974067,hip,wd sdng,wd sdng,5.19295685089021,ta,cblock,ta,no,blq,6.715383386334681,5.4510384535657,6.97166860472579,fusep,6.98100574072173,1.0986122886681098,1.0986122886681098,0.0,1.6094379124341003,0.6931471805599453,gd,0.0,Others,attchd,7.578145472419466,rfn,1.0986122886681098,3.1384818142611435,0.0,0.0,1.9459101490553132,7.604396348796338
3.999748019413831,rl,4.736198448394496,9.69713966113932,reg,corner,nridght,2story,2.302585092994046,1.8431566575817537,7.601901959875166,7.606387389772652,gable,vinylsd,vinylsd,5.929589143389895,ta,pconc,ex,av,unf,0.0,7.135687347028144,7.1372784372603855,mix,7.8655717576847906,0.01793394501187829,1.3862943611198906,0.6931471805599453,1.791759469228055,1.0986122886681098,gd,0.0,gd,attchd,7.574663699058699,rfn,1.6094379124341003,6.111399860672334,5.484796933490655,5.043425116919247,2.302585092994046,7.604396348796338
